Marks,Intensity(V)
,0.077622
,0.085732
,0.082736
,0.096593
,0.096939
,0.074871
,0.071733
,0.074035
,0.089237
,0.090439
,0.091947
,0.111876
,0.097225
,0.069430
,0.076664
,0.103725
,0.120699
,0.067005
,0.065416
,0.073567
,0.080291
,0.096002
,0.081066
,0.090745
,0.093760
,0.098875
,0.065314
,0.070999
,0.069247
,0.116053
,0.074321
,0.068656
,0.099690
,0.067556
,0.076766
,0.068900
,0.082370
,0.088075
,0.088585
,0.097286
,0.090317
,0.070429
,0.085019
,0.081616
,0.086262
,0.080617
,0.067372
,0.075666
,0.077703
,0.099181
,0.086221
,0.102910
,0.073281
,0.090806
,0.079028
,0.090806
,0.085691
,0.081086
,0.077153
,0.082329
,0.082736
,0.085691
,0.096674
,0.083389
,0.081412
,0.075380
,0.099609
,0.108860
,0.090765
,0.077214
,0.126140
,0.084652
,0.096430
,0.068493
,0.078131
,0.080882
,0.077051
,0.101076
,0.084550
,0.083368
,0.068269
,0.088727
,0.084122
,0.087647
,0.089196
,0.095350
,0.085915
,0.067454
,0.073648
,0.082736
,0.088646
,0.089339
,0.114566
,0.080189
,0.079537
,0.082899
,0.076338
,0.089298
,0.082288
,0.105844
,0.065416
,0.084835
,0.097877
,0.083307
,0.077805
,0.087199
,0.093231
,0.081942
,0.089461
,0.061830
,0.083348
,0.062033
,0.088401
,0.085956
,0.062869
,0.072854
,0.067820
,0.095574
,0.096267
,0.075992
,0.092069
,0.075095
,0.074076
,0.079476
,0.115666
,0.076073
,0.083470
,0.095920
,0.104520
,0.085569
,0.087077
,0.107128
,0.089278
,0.066211
,0.087219
,0.094229
,0.102686
,0.109655
,0.080128
,0.110184
,0.090133
,0.104662
,0.073506
,0.091336
,0.068106
,0.079741
,0.093271
,0.086343
,0.084041
,0.109797
,0.083389
,0.073730
,0.078417
,0.072365
,0.086690
,0.107678
,0.106415
,0.100668
,0.079354
,0.069899
,0.096837
,0.073811
,0.084081
,0.074361
,0.086649
,0.078457
,0.068799
,0.089563
,0.093007
,0.067066
,0.075421
,0.089726
,0.077296
,0.087607
,0.093434
,0.068595
,0.098142
,0.075238
,0.098060
,0.099548
,0.083450
,0.087790
,0.086873
,0.071794
,0.078315
,0.105681
,0.102625
,0.090785
,0.086669
,0.083490
,0.102747
,0.090602
,0.092864
,0.082757
,0.083429
,0.084856
,0.086119
,0.079741
,0.064051
,0.077377
,0.100159
,0.093985
,0.102380
,0.089400
,0.084937
,0.072589
,0.072528
,0.083062
,0.077927
,0.075829
,0.073383
,0.088299
,0.087892
,0.073424
,0.083450
,0.089705
,0.075217
,0.084265
,0.083266
,0.082207
,0.072222
,0.079435
,0.093027
,0.058773
,0.117316
,0.075278
,0.081758
,0.074830
,0.067087
,0.096817
,0.078070
,0.076236
,0.087871
,0.101422
,0.122513
,0.128381
,0.145539
