Time(s),Position(V)
0.340000,1.706819
3.354000,1.739980
6.354000,1.772721
9.353000,1.806477
12.353000,1.833404
15.354000,1.866722
18.354000,1.887010
21.352000,1.897974
24.352000,1.894924
27.352000,1.887541
30.352000,1.864588
33.353000,1.836185
36.351000,1.807507
39.351000,1.764120
42.351000,1.714896
45.351000,1.673290
48.351000,1.622726
51.352000,1.575671
54.350000,1.526362
57.350000,1.483562
60.350000,1.451798
63.350000,1.411569
66.350000,1.374378
69.348000,1.343909
72.349000,1.319120
75.349000,1.285163
78.349000,1.248357
81.349000,1.215233
84.347000,1.172331
87.347000,1.129284
90.348000,1.078061
93.348000,1.017268
96.348000,0.952135
99.348000,0.876218
102.346000,0.796885
105.346000,0.718735
108.346000,0.628445
111.347000,0.538791
114.347000,0.448355
117.345000,0.363875
120.345000,0.272212
123.345000,0.187654
126.345000,0.105394
129.346000,0.030102
132.344000,-0.045243
135.344000,-0.119484
138.344000,-0.188925
141.344000,-0.258519
144.344000,-0.326909
147.342000,-0.401575
150.343000,-0.476111
153.343000,-0.556057
156.343000,-0.638585
159.343000,-0.726703
162.343000,-0.815041
165.341000,-0.909393
168.342000,-1.005625
171.342000,-1.103111
174.342000,-1.202192
177.342000,-1.306913
180.340000,-1.410600
183.340000,-1.511312
186.340000,-1.614244
189.341000,-1.708287
192.341000,-1.791281
195.339000,-1.873820
198.339000,-1.953052
201.339000,-2.034153
204.339000,-2.118262
207.340000,-2.208372
210.340000,-2.290047
213.338000,-2.362252
216.338000,-2.429877
219.338000,-2.495691
222.338000,-2.566831
225.338000,-2.646953
228.338000,-2.737729
231.338000,-2.834202
234.338000,-2.918159
237.336000,-2.987912
240.336000,-3.057591
243.336000,-3.137985
246.337000,-3.230355
249.337000,-3.328134
252.335000,-3.402884
255.335000,-3.460070
258.335000,-3.515546
261.335000,-3.569642
264.335000,-3.634605
267.334000,-3.712518
270.334000,-3.774473
273.334000,-3.819679
276.334000,-3.857923
279.334000,-3.894117
282.332000,-3.926527
285.333000,-3.961973
288.333000,-4.001050
291.333000,-4.052926
294.333000,-4.107576
297.333000,-4.159149
300.331000,-4.199412
303.331000,-4.236147
306.332000,-4.266028
309.332000,-4.293849
312.332000,-4.324155
315.330000,-4.354373
318.330000,-4.382392
321.330000,-4.413167
324.331000,-4.440584
327.331000,-4.467164
330.329000,-4.483342
333.329000,-4.493924
336.329000,-4.502770
339.329000,-4.505214
342.330000,-4.498969
345.330000,-4.497773
348.328000,-4.492065
351.329000,-4.488587
354.327000,-4.471774
357.327000,-4.464818
360.327000,-4.448253
363.328000,-4.434060
366.328000,-4.428505
369.328000,-4.411416
372.326000,-4.395391
375.326000,-4.384380
378.326000,-4.363749
381.326000,-4.350600
384.327000,-4.325899
387.325000,-4.307141
390.325000,-4.285174
393.325000,-4.258359
396.325000,-4.231976
399.325000,-4.199337
402.324000,-4.159567
405.324000,-4.113083
408.324000,-4.057634
411.324000,-3.992480
414.324000,-3.936610
417.322000,-3.897074
420.323000,-3.855601
423.323000,-3.812180
426.323000,-3.768153
429.323000,-3.718647
432.323000,-3.656481
435.321000,-3.589933
438.321000,-3.532873
441.322000,-3.484941
444.322000,-3.439694
447.322000,-3.395290
450.320000,-3.354286
453.320000,-3.289529
456.320000,-3.216737
459.321000,-3.138821
462.321000,-3.068034
465.319000,-3.012718
468.319000,-2.950161
471.319000,-2.890980
474.319000,-2.821053
477.319000,-2.747244
480.320000,-2.659633
483.318000,-2.582836
486.318000,-2.509040
489.318000,-2.453904
492.318000,-2.393751
495.318000,-2.328702
498.317000,-2.260162
501.317000,-2.189583
504.317000,-2.116773
507.317000,-2.039276
510.317000,-1.970831
513.315000,-1.900275
516.315000,-1.836559
519.316000,-1.778411
522.316000,-1.715531
525.316000,-1.653369
528.314000,-1.585645
531.314000,-1.514106
534.314000,-1.442571
537.315000,-1.368681
540.315000,-1.296279
543.315000,-1.227899
546.313000,-1.156435
549.313000,-1.089894
552.313000,-1.028871
555.313000,-0.972582
558.314000,-0.912327
561.312000,-0.857898
564.312000,-0.798091
567.312000,-0.745430
570.312000,-0.695676
573.312000,-0.639564
576.311000,-0.585628
579.311000,-0.532152
582.311000,-0.481017
585.311000,-0.433523
588.311000,-0.384207
591.311000,-0.337345
594.309000,-0.293214
597.310000,-0.244802
600.310000,-0.200116
603.310000,-0.155580
606.310000,-0.113205
609.308000,-0.081091
612.308000,-0.035963
615.309000,-0.003512
618.309000,0.037928
621.309000,0.069210
624.307000,0.098799
627.307000,0.131967
630.307000,0.152932
633.307000,0.179213
636.308000,0.202557
639.308000,0.220931
642.306000,0.238547
645.306000,0.256041
648.306000,0.273273
651.306000,0.284168
654.307000,0.298847
657.305000,0.304769
660.305000,0.312479
663.305000,0.323670
666.305000,0.328704
669.305000,0.332134
672.303000,0.337917
675.304000,0.336961
678.304000,0.346031
681.304000,0.343352
684.304000,0.335279
687.302000,0.328391
690.302000,0.313124
693.303000,0.305941
696.303000,0.293754
699.303000,0.273262
702.303000,0.259229
705.301000,0.241552
708.301000,0.222563
711.301000,0.202649
714.302000,0.183207
717.302000,0.163031
720.300000,0.135499
723.300000,0.110704
726.301000,0.086853
729.299000,0.057750
732.300000,0.029025
735.300000,-0.001003
738.300000,-0.032094
741.300000,-0.063733
744.298000,-0.096966
747.298000,-0.132032
750.298000,-0.165441
753.299000,-0.201874
756.299000,-0.240107
759.297000,-0.282522
762.297000,-0.321976
765.297000,-0.362865
768.297000,-0.407908
771.298000,-0.452594
774.296000,-0.498385
777.296000,-0.543224
780.296000,-0.593257
783.296000,-0.642291
786.296000,-0.690301
789.297000,-0.740008
792.295000,-0.786724
795.295000,-0.834126
798.295000,-0.883588
801.295000,-0.933053
804.295000,-0.984018
807.293000,-1.036003
810.294000,-1.081957
813.294000,-1.134339
816.294000,-1.184882
819.294000,-1.238053
822.292000,-1.292322
825.292000,-1.346591
828.293000,-1.401775
831.293000,-1.455670
834.293000,-1.514994
837.293000,-1.572336
840.291000,-1.625449
843.292000,-1.679368
846.292000,-1.731441
849.291000,-1.780825
852.291000,-1.828642
855.291000,-1.876135
858.291000,-1.927732
861.291000,-1.977099
864.289000,-2.028635
867.290000,-2.082976
870.290000,-2.136391
873.290000,-2.193047
876.290000,-2.247805
879.288000,-2.299820
882.288000,-2.346900
885.288000,-2.392231
888.289000,-2.435503
891.289000,-2.473241
894.289000,-2.511216
897.287000,-2.550769
900.287000,-2.592936
903.287000,-2.635626
906.288000,-2.683912
909.286000,-2.732636
912.286000,-2.777084
915.286000,-2.822889
918.286000,-2.860793
921.286000,-2.900271
924.286000,-2.928364
927.285000,-2.959969
930.285000,-2.988028
933.285000,-3.012541
936.285000,-3.037898
939.285000,-3.063390
942.283000,-3.089189
945.284000,-3.116816
948.284000,-3.143815
951.284000,-3.174026
954.284000,-3.201905
957.284000,-3.229485
960.282000,-3.252594
963.282000,-3.277533
966.283000,-3.299799
969.283000,-3.322123
972.283000,-3.337720
975.281000,-3.353956
978.281000,-3.367999
981.281000,-3.376341
984.282000,-3.381203
