Time(s),Position(V)
0.352000,-1.761475
3.367000,-1.772826
6.367000,-1.775729
9.367000,-1.756185
12.365000,-1.761043
15.365000,-1.776708
18.365000,-1.767407
21.366000,-1.759160
24.366000,-1.779903
27.364000,-1.771877
30.364000,-1.778027
33.364000,-1.782633
36.364000,-1.760887
39.364000,-1.777507
42.365000,-1.775219
45.363000,-1.760849
48.363000,-1.736346
51.363000,-1.751756
54.363000,-1.782225
57.363000,-1.780274
60.362000,-1.766431
63.362000,-1.781056
66.362000,-1.786118
69.362000,-1.771541
72.362000,-1.761257
75.360000,-1.810165
78.360000,-1.817726
81.361000,-1.752517
84.361000,-1.757783
87.361000,-1.745429
90.359000,-1.723816
93.359000,-1.711833
96.359000,-1.694512
99.360000,-1.683410
102.360000,-1.664590
105.360000,-1.660637
108.358000,-1.638635
111.358000,-1.617685
114.358000,-1.586297
117.358000,-1.553408
120.359000,-1.515255
123.357000,-1.471436
126.357000,-1.417997
129.357000,-1.346985
132.357000,-1.277211
135.357000,-1.201438
138.356000,-1.129872
141.356000,-1.046300
144.356000,-0.965984
147.356000,-0.893402
150.356000,-0.819882
153.356000,-0.743850
156.355000,-0.664401
159.355000,-0.598676
162.355000,-0.524408
165.355000,-0.458761
168.355000,-0.398811
171.353000,-0.335054
174.353000,-0.264019
177.354000,-0.192083
180.354000,-0.122853
183.354000,-0.055143
186.352000,0.023110
189.352000,0.100580
192.352000,0.185777
195.353000,0.279480
198.353000,0.373801
201.351000,0.476326
204.351000,0.578442
207.351000,0.676687
210.351000,0.778949
213.351000,0.870959
216.352000,0.969574
219.350000,1.063596
222.350000,1.156096
225.350000,1.245471
228.349000,1.328523
231.349000,1.409767
234.350000,1.487431
237.350000,1.561614
240.350000,1.642606
243.348000,1.720627
246.348000,1.799383
249.348000,1.880286
252.348000,1.965001
255.349000,2.048247
258.347000,2.138673
261.347000,2.229214
264.347000,2.320636
267.347000,2.396257
270.347000,2.483436
273.346000,2.565271
276.346000,2.643316
279.346000,2.720762
282.346000,2.798379
285.346000,2.877658
288.346000,2.952565
291.344000,3.025262
294.345000,3.104789
297.345000,3.177500
300.345000,3.247009
303.345000,3.304174
306.343000,3.353171
309.343000,3.402426
312.344000,3.444722
315.344000,3.479570
318.344000,3.525007
321.342000,3.568588
324.342000,3.615609
327.342000,3.666186
330.342000,3.719374
333.343000,3.776870
336.341000,3.833464
339.341000,3.889762
342.341000,3.937654
345.341000,3.982503
348.341000,4.018840
351.342000,4.046841
354.340000,4.079513
357.340000,4.095154
360.340000,4.105903
363.340000,4.131199
366.340000,4.132776
369.338000,4.148533
372.339000,4.151293
375.339000,4.160084
378.339000,4.169283
381.339000,4.168158
384.337000,4.167872
387.337000,4.173491
390.338000,4.177312
393.338000,4.176752
396.338000,4.173610
399.338000,4.175742
402.336000,4.177727
405.336000,4.174335
408.336000,4.157375
411.337000,4.155039
414.337000,4.143348
417.335000,4.125569
420.335000,4.110020
423.336000,4.094651
426.334000,4.077399
429.335000,4.053497
432.335000,4.025853
435.335000,3.997484
438.335000,3.966053
441.333000,3.931480
444.333000,3.890891
447.333000,3.846382
450.334000,3.801805
453.334000,3.752043
456.332000,3.704107
459.332000,3.658949
462.332000,3.614991
465.332000,3.571202
468.333000,3.533383
471.331000,3.495092
474.331000,3.456018
477.332000,3.412743
480.330000,3.369284
483.330000,3.324908
486.330000,3.274980
489.331000,3.219419
492.331000,3.161795
495.329000,3.093625
498.329000,3.022838
501.329000,2.949121
504.329000,2.878837
507.330000,2.819445
510.330000,2.757303
513.328000,2.694420
516.328000,2.634572
519.328000,2.576363
522.328000,2.518399
525.329000,2.460445
528.327000,2.401580
531.327000,2.337680
534.327000,2.279094
537.327000,2.213916
540.327000,2.146814
543.325000,2.080365
546.326000,2.014473
549.326000,1.944818
552.326000,1.874582
555.326000,1.805172
558.326000,1.741697
561.324000,1.668581
564.325000,1.600262
567.325000,1.533912
570.325000,1.464539
573.325000,1.396444
576.323000,1.331827
579.323000,1.268778
582.323000,1.201584
585.324000,1.139200
588.324000,1.077208
591.322000,1.020777
594.322000,0.958614
597.322000,0.899763
600.322000,0.844093
603.323000,0.786863
606.321000,0.732142
609.321000,0.682003
612.321000,0.628122
615.321000,0.574128
618.321000,0.522001
621.321000,0.472365
624.320000,0.422924
627.320000,0.369844
630.320000,0.318876
633.320000,0.270057
636.320000,0.222937
639.318000,0.177105
642.319000,0.133035
645.319000,0.089538
648.319000,0.047365
651.319000,0.011099
654.319000,-0.027712
657.317000,-0.064984
660.317000,-0.100457
663.318000,-0.131389
666.318000,-0.159683
669.318000,-0.188089
672.316000,-0.213938
675.316000,-0.239893
678.316000,-0.266134
681.317000,-0.288614
684.317000,-0.307046
687.315000,-0.331213
690.315000,-0.348061
693.315000,-0.365020
696.315000,-0.384561
699.315000,-0.394001
702.314000,-0.408591
705.314000,-0.423321
708.314000,-0.422437
711.314000,-0.439329
714.314000,-0.429777
717.312000,-0.447818
720.313000,-0.439656
723.313000,-0.445071
726.313000,-0.442025
729.313000,-0.429964
732.313000,-0.422084
735.311000,-0.410376
738.311000,-0.403883
741.312000,-0.389133
744.312000,-0.397264
747.312000,-0.393117
750.310000,-0.349349
753.310000,-0.337492
756.310000,-0.318750
759.311000,-0.299248
762.311000,-0.275234
765.311000,-0.257886
768.309000,-0.233570
771.309000,-0.211695
774.309000,-0.191206
777.309000,-0.164612
780.310000,-0.142023
783.308000,-0.113471
786.308000,-0.080910
789.308000,-0.061656
792.308000,-0.022613
795.308000,0.016318
798.307000,0.053433
801.307000,0.090048
804.307000,0.126096
807.307000,0.166594
810.307000,0.206286
813.305000,0.251390
816.305000,0.299020
819.306000,0.332471
822.306000,0.372938
825.306000,0.422910
828.306000,0.463812
831.304000,0.503474
834.304000,0.550383
837.305000,0.599101
840.305000,0.646428
843.305000,0.691869
846.303000,0.740858
849.303000,0.791422
852.303000,0.839154
855.304000,0.885991
858.304000,0.937082
861.302000,0.989512
864.302000,1.039780
867.302000,1.092937
870.302000,1.146489
873.302000,1.196345
876.303000,1.242088
879.301000,1.294403
882.301000,1.347798
885.301000,1.405592
888.301000,1.452705
891.301000,1.496144
894.300000,1.548108
897.300000,1.598753
900.300000,1.648504
903.300000,1.699037
906.300000,1.748567
909.298000,1.796850
912.299000,1.846604
915.300000,1.896682
918.298000,1.947694
921.298000,1.993274
924.298000,2.046683
927.298000,2.096849
930.298000,2.143323
933.297000,2.193033
936.298000,2.239048
939.298000,2.284843
942.297000,2.331844
945.297000,2.371559
948.295000,2.389322
951.295000,2.433596
954.296000,2.472846
957.296000,2.496734
960.296000,2.536624
963.296000,2.573494
966.294000,2.602913
969.294000,2.636207
972.295000,2.664025
975.295000,2.692995
978.295000,2.723917
981.293000,2.747961
984.293000,2.775925
987.293000,2.804409
990.293000,2.830487
993.294000,2.846991
996.292000,2.872966
999.292000,2.892425
1002.292000,2.917159
1005.291000,2.936903
1008.291000,2.951949
1011.292000,2.968389
1014.292000,2.986315
1017.292000,2.999158
1020.290000,3.023668
1023.290000,3.036501
1026.290000,3.047202
1029.290000,3.058434
1032.291000,3.054147
1035.291000,3.071723
1038.289000,3.081663
1041.289000,3.085518
1044.289000,3.087262
1047.289000,3.089029
1050.290000,3.082400
1053.288000,3.084396
1056.288000,3.083750
1059.288000,3.072358
1062.288000,3.075816
1065.288000,3.062904
