Time(s),Position(V)
342.339000,-1.277585
345.339000,-1.256315
348.339000,-1.242765
351.339000,-1.218034
354.339000,-1.185127
357.339000,-1.139720
360.337000,-1.093834
363.337000,-1.036982
366.337000,-0.983569
369.337000,-0.922172
372.338000,-0.860288
375.336000,-0.805077
378.336000,-0.738105
381.336000,-0.679144
384.336000,-0.625076
387.336000,-0.577286
390.335000,-0.531835
393.335000,-0.497589
396.335000,-0.449385
399.335000,-0.409305
402.335000,-0.385818
405.335000,-0.340572
408.334000,-0.296107
411.334000,-0.249493
414.334000,-0.194266
417.334000,-0.142791
420.334000,-0.079221
423.332000,-0.011738
426.332000,0.065321
429.333000,0.140605
432.333000,0.224769
435.333000,0.302827
438.331000,0.388120
441.331000,0.469425
444.331000,0.552939
447.332000,0.618971
450.332000,0.689938
453.330000,0.757332
456.330000,0.821018
459.330000,0.876867
462.330000,0.930620
465.330000,0.980697
468.331000,1.032233
471.329000,1.084938
474.329000,1.139170
477.329000,1.196818
480.329000,1.249503
483.329000,1.309054
486.328000,1.369296
489.328000,1.441939
492.328000,1.510092
495.328000,1.580597
498.328000,1.656931
501.326000,1.731818
504.326000,1.805216
507.327000,1.874235
510.327000,1.950033
513.327000,2.016717
516.327000,2.087347
519.325000,2.141657
522.325000,2.192428
525.326000,2.242553
528.326000,2.289245
531.326000,2.327298
534.324000,2.370451
537.324000,2.404680
540.324000,2.439705
543.324000,2.474349
546.325000,2.508731
549.323000,2.544935
552.323000,2.586688
555.323000,2.623946
558.323000,2.666480
561.323000,2.703802
564.322000,2.751028
567.322000,2.788391
570.322000,2.835623
573.322000,2.858389
576.322000,2.908365
579.322000,2.947530
582.320000,2.981195
585.321000,3.011535
588.321000,3.038007
591.321000,3.057605
594.321000,3.072613
597.319000,3.085093
600.319000,3.101155
603.320000,3.101957
606.320000,3.116317
609.320000,3.115001
612.318000,3.127314
615.318000,3.130523
618.318000,3.147235
621.318000,3.156281
624.319000,3.169913
627.319000,3.174543
630.317000,3.185098
633.317000,3.194940
636.317000,3.197268
639.317000,3.201378
642.318000,3.201181
645.316000,3.203955
648.316000,3.192985
651.316000,3.181739
654.316000,3.170528
657.316000,3.145620
660.314000,3.124829
663.315000,3.093850
666.315000,3.066294
669.315000,3.035066
672.315000,3.006161
675.315000,2.975433
678.313000,2.948088
681.314000,2.918529
684.314000,2.892469
687.314000,2.868476
690.314000,2.843547
693.312000,2.819731
696.312000,2.793895
699.312000,2.773134
702.313000,2.748043
705.313000,2.718702
708.311000,2.692717
711.311000,2.663883
714.311000,2.632118
717.311000,2.596162
720.312000,2.560434
723.310000,2.526432
726.310000,2.488392
729.310000,2.449370
732.310000,2.409212
735.310000,2.368286
738.310000,2.321057
741.309000,2.276324
744.310000,2.232209
747.308000,2.185160
750.308000,2.139716
753.308000,2.092273
756.308000,2.045697
759.309000,2.000321
762.309000,1.957491
765.307000,1.913128
768.307000,1.869194
771.307000,1.826548
774.307000,1.783113
777.307000,1.736071
780.306000,1.690749
783.306000,1.645543
786.306000,1.595724
789.306000,1.548278
792.306000,1.497225
795.304000,1.449445
798.306000,1.402023
801.306000,1.352544
804.304000,1.305995
807.304000,1.255275
810.304000,1.206462
813.304000,1.163102
816.305000,1.121965
819.303000,1.076195
822.303000,1.034103
825.303000,0.995461
828.303000,0.955415
831.303000,0.913721
834.301000,0.875399
837.302000,0.838164
840.302000,0.801049
843.302000,0.763070
846.302000,0.727502
849.302000,0.693820
852.300000,0.656603
855.301000,0.616795
858.301000,0.577790
861.301000,0.540837
864.301000,0.506428
867.299000,0.471179
870.299000,0.435791
873.299000,0.403421
876.300000,0.372115
879.300000,0.341428
882.298000,0.310966
885.298000,0.284477
888.298000,0.258774
891.298000,0.233812
894.299000,0.213568
897.299000,0.190849
900.297000,0.174926
903.297000,0.156345
906.297000,0.137243
909.297000,0.123642
912.297000,0.105190
915.296000,0.093900
918.296000,0.076080
921.296000,0.063560
924.296000,0.047701
927.296000,0.036476
930.294000,0.031180
933.295000,0.022127
936.295000,0.005868
939.295000,0.001883
942.295000,-0.004453
945.293000,-0.012401
948.293000,-0.013877
951.293000,-0.012578
954.294000,0.000952
957.294000,-0.013047
960.294000,0.009566
963.292000,-0.001302
966.292000,0.025907
969.292000,0.031017
972.293000,0.022953
975.293000,0.048140
978.291000,0.055337
981.291000,0.064043
984.291000,0.090504
987.291000,0.096008
990.291000,0.102694
993.290000,0.127820
996.290000,0.141428
999.290000,0.153754
1002.290000,0.168280
1005.290000,0.189251
1008.290000,0.206912
1011.289000,0.229522
1014.289000,0.252230
1017.289000,0.269207
1020.288000,0.295005
1023.288000,0.323472
1026.288000,0.351827
1029.288000,0.378894
1032.289000,0.409146
1035.287000,0.436382
1038.287000,0.468585
1041.287000,0.504922
1044.287000,0.534640
1047.287000,0.563478
1050.286000,0.593631
1053.286000,0.628955
1056.286000,0.657106
1059.286000,0.691665
1062.286000,0.723015
1065.284000,0.755466
1068.284000,0.791888
1071.285000,0.827432
1074.285000,0.862732
1077.285000,0.899334
1080.285000,0.934760
1083.283000,0.969591
1086.283000,1.001842
1089.284000,1.046939
1092.284000,1.086261
1095.284000,1.120884
1098.282000,1.163979
1101.282000,1.195489
1104.282000,1.232437
1107.282000,1.277524
1110.283000,1.320351
1113.281000,1.358234
1116.281000,1.394938
1119.281000,1.430595
1122.281000,1.472025
1125.281000,1.508671
1128.282000,1.543811
1131.280000,1.579033
1134.280000,1.617420
1137.280000,1.654681
1140.280000,1.693415
1143.280000,1.731740
1146.278000,1.771102
1149.279000,1.808524
1152.279000,1.842505
1155.279000,1.873358
1158.279000,1.913380
1161.277000,1.950975
1164.277000,1.989140
1167.278000,2.023512
1170.278000,2.059992
1173.278000,2.093014
1176.278000,2.127614
1179.276000,2.157720
1182.276000,2.193897
1185.277000,2.220035
1188.277000,2.250195
1191.277000,2.279556
1194.275000,2.306728
1197.275000,2.332187
1200.275000,2.360260
1203.275000,2.384838
1206.276000,2.404823
1209.274000,2.426213
1212.274000,2.450444
1215.274000,2.464361
1218.274000,2.485911
1221.274000,2.501636
1224.273000,2.525654
1227.273000,2.541634
1230.273000,2.555521
1233.273000,2.573685
1236.273000,2.581782
1239.273000,2.599371
1242.271000,2.608804
1245.272000,2.623283
1248.272000,2.635055
1251.272000,2.643897
1254.272000,2.642323
1257.270000,2.660242
1260.270000,2.659650
1263.271000,2.674383
1266.271000,2.676250
1269.271000,2.663947
1272.269000,2.679598
1275.269000,2.686214
1278.269000,2.689191
1281.269000,2.675811
1284.270000,2.686469
1287.270000,2.690674
1290.268000,2.677157
1293.268000,2.682335
1296.268000,2.677834
1299.268000,2.663883
1302.269000,2.656900
1305.267000,2.648112
1308.267000,2.643968
1311.267000,2.629711
1314.267000,2.624826
1317.267000,2.634416
1320.265000,2.604606
1323.266000,2.594992
1326.266000,2.583778
1329.266000,2.572046
1332.266000,2.557694
1335.264000,2.546193
1338.264000,2.532109
1341.265000,2.516203
1344.265000,2.504829
1347.265000,2.486492
1350.265000,2.472768
1353.263000,2.455407
1356.263000,2.436489
1359.263000,2.419771
1362.264000,2.396121
1365.264000,2.382312
1368.262000,2.359417
1371.262000,2.339509
1374.262000,2.316444
1377.262000,2.295738
1380.263000,2.272377
1383.261000,2.246215
1386.261000,2.222731
1389.261000,2.196423
1392.261000,2.171294
1395.261000,2.143724
1398.261000,2.121118
1401.260000,2.090754
1404.260000,2.061889
1407.260000,2.033255
1410.260000,2.006797
1413.260000,1.977066
1416.258000,1.949730
1419.259000,1.919169
1422.259000,1.891579
1425.259000,1.859356
1428.259000,1.832480
1431.257000,1.806198
1434.257000,1.777272
1437.257000,1.745776
1440.258000,1.716986
1443.258000,1.687346
1446.256000,1.660402
1449.256000,1.633859
1452.256000,1.602486
1455.256000,1.573465
1458.257000,1.544035
1461.257000,1.517642
1464.255000,1.490463
1467.255000,1.461779
1470.255000,1.433437
1473.255000,1.406204
1476.255000,1.378006
1479.254000,1.350514
1482.254000,1.326667
1485.254000,1.302905
1488.254000,1.276324
1491.254000,1.248653
1494.252000,1.226883
1497.253000,1.200666
1500.253000,1.181615
1503.253000,1.157092
1506.253000,1.133805
1509.253000,1.109401
1512.252000,1.088773
1515.252000,1.066265
1518.251000,1.044926
1521.251000,1.027134
1524.251000,1.006948
1527.251000,0.986531
1530.251000,0.966334
1533.251000,0.950649
1536.250000,0.930943
1539.250000,0.913806
1542.250000,0.896377
1545.250000,0.881494
1548.250000,0.864945
1551.248000,0.846969
1554.249000,0.850399
1557.249000,0.829394
1560.249000,0.808854
1563.249000,0.796875
1566.247000,0.786877
1569.247000,0.775791
1572.247000,0.766286
1575.248000,0.753858
1578.248000,0.752661
1581.248000,0.739475
1584.246000,0.735718
1587.246000,0.729810
1590.246000,0.717654
1593.247000,0.719411
1596.247000,0.734739
1599.245000,0.711803
1602.245000,0.708353
1605.245000,0.706816
1608.245000,0.702240
1611.245000,0.713724
1614.244000,0.702057
1617.244000,0.718622
1620.244000,0.709899
1623.244000,0.703814
1626.244000,0.715821
1629.244000,0.714298
1632.243000,0.723735
1635.243000,0.716267
1638.243000,0.739869
1641.243000,0.748473
1644.243000,0.743218
1647.241000,0.743955
1650.241000,0.751349
1653.242000,0.769302
1656.242000,0.786697
1659.242000,0.776879
1662.240000,0.797177
1665.240000,0.816241
1668.240000,0.828442
1671.241000,0.837882
1674.241000,0.848465
1677.239000,0.862692
1680.239000,0.877007
1683.239000,0.888595
1686.239000,0.904634
1689.239000,0.911542
1692.240000,0.923311
1695.238000,0.934396
1698.238000,0.959943
1701.238000,0.974748
1704.238000,0.994516
1707.238000,1.011466
1710.237000,1.031206
1713.237000,1.046864
1716.238000,1.067676
1719.236000,1.084462
1722.236000,1.099457
1725.236000,1.118266
1728.236000,1.141050
1731.237000,1.155786
1734.235000,1.173413
1737.235000,1.197120
1740.235000,1.213315
1743.235000,1.236867
1746.235000,1.255285
1749.234000,1.280380
1752.234000,1.301259
1755.234000,1.314623
1758.234000,1.336947
1761.234000,1.362599
1764.233000,1.377401
1767.233000,1.408179
1770.234000,1.410685
1773.232000,1.446280
1776.232000,1.474686
1779.232000,1.488400
1782.232000,1.513913
1785.232000,1.529625
1788.231000,1.552024
1791.231000,1.575569
1794.231000,1.600018
1797.231000,1.617644
1800.231000,1.642086
1803.231000,1.658342
1806.229000,1.679341
1809.230000,1.702967
1812.230000,1.720773
1815.230000,1.740436
1818.230000,1.759551
1821.228000,1.784789
1824.228000,1.808242
1827.229000,1.814707
1830.229000,1.832286
1833.229000,1.842705
1836.227000,1.879549
1839.227000,1.899979
1842.227000,1.919955
1845.227000,1.936394
1848.228000,1.953793
1851.228000,1.973996
1854.226000,1.985731
1857.226000,2.005482
1860.226000,2.008827
1863.226000,2.036485
1866.227000,2.049994
1869.225000,2.066448
1872.225000,2.086120
1875.225000,2.080889
1878.225000,2.108754
1881.225000,2.122617
1884.223000,2.125656
1887.224000,2.140971
1890.224000,2.142599
1893.224000,2.167711
1896.224000,2.174669
1899.222000,2.178739
1902.222000,2.185565
1905.223000,2.174884
1908.223000,2.203816
1911.223000,2.195403
1914.223000,2.226056
1917.221000,2.219053
1920.221000,2.210388
1923.222000,2.229853
1926.222000,2.243067
1929.222000,2.247792
1932.220000,2.237869
1935.220000,2.235129
1938.220000,2.224900
1941.220000,2.244671
1944.221000,2.241499
1947.219000,2.230696
1950.219000,2.234901
1953.219000,2.242258
1956.219000,2.255040
1959.219000,2.246327
1962.220000,2.231236
1965.218000,2.216966
1968.218000,2.215990
1971.218000,2.213739
1974.218000,2.208117
1977.218000,2.205775
1980.216000,2.194237
1983.217000,2.194774
1986.217000,2.183454
1989.217000,2.171457
1992.217000,2.166837
1995.215000,2.158610
1998.215000,2.145750
2001.216000,2.141735
2004.216000,2.128831
2007.216000,2.118351
2010.216000,2.110644
2013.214000,2.099603
2016.214000,2.090325
2019.213000,2.074671
2022.214000,2.064112
2025.214000,2.052081
2028.214000,2.038769
2031.214000,2.023482
2034.214000,2.011726
2037.212000,1.997857
2040.213000,1.985704
2043.213000,1.969067
2046.213000,1.952229
2049.213000,1.938903
2052.211000,1.925710
2055.211000,1.908016
2058.211000,1.892405
2061.212000,1.877142
2064.212000,1.858707
2067.210000,1.843412
2070.210000,1.826476
2073.210000,1.811525
2076.210000,1.797156
2079.211000,1.776861
2082.211000,1.761890
2085.209000,1.743036
2088.209000,1.726277
2091.209000,1.711595
2094.209000,1.692017
2097.209000,1.680622
2100.208000,1.659440
2103.208000,1.643993
2106.208000,1.628332
2109.208000,1.608149
2112.208000,1.592988
2115.206000,1.575936
2118.207000,1.560084
2121.207000,1.543855
2124.207000,1.524278
2127.207000,1.510330
2130.207000,1.492421
2133.205000,1.477477
2136.205000,1.463152
2139.206000,1.445835
2142.206000,1.432105
2145.206000,1.415495
2148.204000,1.401999
2151.204000,1.388809
2154.204000,1.370945
2157.205000,1.357490
2160.205000,1.341217
2163.203000,1.328938
2166.203000,1.315187
2169.203000,1.301467
2172.203000,1.287852
2175.203000,1.275009
2178.202000,1.262444
2181.202000,1.255020
2184.202000,1.237999
2187.202000,1.224197
2190.202000,1.217881
2193.202000,1.202288
2196.201000,1.192585
2199.201000,1.183393
2202.201000,1.172430
2205.201000,1.158360
2208.201000,1.156419
2211.199000,1.150582
2214.199000,1.138143
2217.200000,1.139574
2220.200000,1.124134
2223.200000,1.117508
2226.198000,1.110771
2229.198000,1.098947
2232.198000,1.094576
2235.199000,1.087919
2238.199000,1.084489
2241.199000,1.084207
2244.197000,1.074240
2247.197000,1.075297
2250.197000,1.068733
2253.197000,1.064195
2256.198000,1.062869
2259.196000,1.058123
2262.196000,1.058966
2265.196000,1.054438
2268.196000,1.053191
2271.195000,1.074311
2274.196000,1.060771
2277.196000,1.053561
2280.196000,1.063566
2283.194000,1.077711
2286.194000,1.081943
2289.194000,1.086747
2292.195000,1.084156
2295.195000,1.088351
2298.193000,1.080651
2301.193000,1.071558
2304.193000,1.089221
2307.193000,1.087617
2310.193000,1.095120
2313.192000,1.113725
2316.192000,1.106137
2319.192000,1.118219
2322.192000,1.126976
2325.192000,1.121023
2328.192000,1.137657
2331.191000,1.151272
2334.191000,1.129311
2337.191000,1.149528
2340.191000,1.165832
2343.191000,1.169982
2346.189000,1.175670
2349.189000,1.171706
2352.190000,1.198620
2355.190000,1.200380
2358.190000,1.194102
2361.188000,1.223014
2364.188000,1.221277
2367.188000,1.233138
2370.189000,1.259225
2373.189000,1.263610
2376.189000,1.274468
2379.187000,1.285136
2382.187000,1.274115
2385.187000,1.301916
2388.187000,1.303914
2391.188000,1.331589
2394.186000,1.343318
2397.186000,1.349328
2400.186000,1.348869
2403.186000,1.365088
2406.186000,1.391155
2409.185000,1.400524
2412.185000,1.404688
2415.185000,1.420322
2418.185000,1.438720
2421.185000,1.444003
2424.183000,1.461027
2427.183000,1.464036
2430.184000,1.481652
2433.184000,1.487247
2436.184000,1.505030
2439.184000,1.520086
2442.182000,1.522126
2445.182000,1.544029
2448.183000,1.528292
2451.183000,1.562729
2454.183000,1.580070
2457.181000,1.587582
2460.181000,1.597733
2463.181000,1.613180
2466.181000,1.612640
2469.182000,1.621941
2472.180000,1.631354
2475.180000,1.638496
2478.180000,1.665845
2481.180000,1.674112
2484.180000,1.686439
2487.181000,1.691824
2490.179000,1.706802
2493.179000,1.718808
2496.179000,1.729265
2499.179000,1.728324
2502.179000,1.744876
2505.177000,1.755302
2508.178000,1.770681
2511.178000,1.779672
2514.178000,1.777262
2517.178000,1.796167
2520.176000,1.797299
2523.176000,1.803350
2526.177000,1.825188
2529.177000,1.823811
2532.177000,1.830923
2535.175000,1.844177
2538.175000,1.837854
2541.175000,1.850663
2544.175000,1.860784
2547.176000,1.862871
2550.176000,1.866726
2553.174000,1.866318
2556.174000,1.882540
2559.174000,1.890726
2562.174000,1.895696
2565.175000,1.897253
2568.173000,1.890124
2571.173000,1.886116
2574.173000,1.916389
2577.173000,1.921603
2580.173000,1.909046
2583.173000,1.897277
2586.172000,1.912598
2589.172000,1.904718
2592.172000,1.891532
2595.172000,1.904783
2598.172000,1.928756
2601.170000,1.921627
2604.171000,1.916412
2607.171000,1.910239
2610.171000,1.900071
2613.171000,1.902056
2616.169000,1.902158
2619.169000,1.896560
2622.169000,1.900343
2625.170000,1.912510
2628.170000,1.922994
2631.168000,1.899211
2634.168000,1.885148
2637.168000,1.885236
2640.168000,1.881242
2643.169000,1.873062
2646.169000,1.871200
2649.167000,1.863935
2652.167000,1.859842
2655.167000,1.854382
2658.167000,1.849297
2661.168000,1.848393
2664.166000,1.841682
2667.166000,1.829424
2670.166000,1.826126
2673.166000,1.823135
2676.166000,1.822781
2679.164000,1.813562
2682.165000,1.805376
2685.165000,1.798369
2688.165000,1.790619
2691.165000,1.787794
2694.165000,1.777442
2697.163000,1.769331
2700.164000,1.763039
2703.164000,1.754149
2706.164000,1.747218
2709.164000,1.741000
2712.162000,1.730917
2715.162000,1.729425
2718.162000,1.719431
2721.163000,1.706778
2724.163000,1.715372
2727.161000,1.697504
2730.161000,1.685205
2733.161000,1.674649
2736.161000,1.665627
2739.162000,1.657764
2742.162000,1.652247
2745.160000,1.649045
2748.160000,1.635369
2751.160000,1.623144
2754.160000,1.625031
2757.160000,1.610138
2760.159000,1.601208
2763.159000,1.596713
2766.159000,1.582459
2769.159000,1.574257
2772.159000,1.565972
2775.157000,1.566479
2778.158000,1.551898
2781.158000,1.543753
2784.158000,1.531988
2787.158000,1.523312
2790.156000,1.515364
2793.156000,1.507668
2796.156000,1.498649
2799.157000,1.494318
2802.157000,1.482763
2805.157000,1.479252
2808.155000,1.471141
2811.155000,1.462040
2814.155000,1.453066
2817.156000,1.450928
2820.156000,1.441582
2823.154000,1.435528
2826.154000,1.427070
2829.154000,1.417443
2832.154000,1.419588
2835.154000,1.408825
2838.153000,1.407156
2841.153000,1.400405
2844.153000,1.392066
2847.153000,1.383370
2850.153000,1.380586
2853.153000,1.370506
2856.152000,1.364449
2859.152000,1.359924
2862.152000,1.358370
2865.152000,1.356688
2868.152000,1.347468
2871.150000,1.341812
2874.150000,1.339816
2877.151000,1.343545
2880.151000,1.358534
2883.151000,1.334785
2886.149000,1.339422
2889.149000,1.325708
2892.149000,1.319001
2895.150000,1.320181
2898.150000,1.315724
2901.148000,1.327126
2904.148000,1.317577
2907.148000,1.309782
2910.148000,1.307494
2913.148000,1.308208
2916.149000,1.304999
2919.147000,1.308799
2922.147000,1.311006
2925.147000,1.294661
2928.147000,1.315959
2931.147000,1.314188
2934.146000,1.299305
2937.146000,1.318430
2940.146000,1.306134
2943.146000,1.299172
2946.146000,1.313127
2949.144000,1.308691
2952.145000,1.298574
2955.145000,1.299271
2958.145000,1.310050
2961.145000,1.326650
2964.145000,1.306488
2967.143000,1.315282
2970.143000,1.331154
2973.144000,1.324026
2976.144000,1.328295
2979.144000,1.339221
2982.142000,1.342682
2985.142000,1.338810
2988.142000,1.325763
2991.142000,1.340126
2994.143000,1.332229
2997.141000,1.354345
3000.141000,1.360753
3003.141000,1.367280
3006.141000,1.364234
3009.141000,1.369891
3012.140000,1.373852
3015.140000,1.382745
3018.140000,1.388109
3021.140000,1.397145
3024.140000,1.399738
3027.140000,1.406782
3030.138000,1.407965
3033.139000,1.381895
3036.139000,1.406112
3039.139000,1.396485
3042.139000,1.420982
3045.137000,1.430177
3048.137000,1.436504
3051.138000,1.417113
3054.138000,1.442344
3057.138000,1.451811
3060.138000,1.440695
3063.136000,1.444893
3066.136000,1.472344
3069.137000,1.475985
3072.136000,1.457349
3075.136000,1.483583
3078.136000,1.481699
3081.136000,1.490851
3084.136000,1.498823
3087.134000,1.505530
3090.135000,1.517955
3093.135000,1.518641
3096.135000,1.531464
3099.135000,1.530740
3102.133000,1.522037
3105.133000,1.547414
3108.134000,1.533504
3111.134000,1.532678
3114.134000,1.559098
3117.132000,1.570198
3120.132000,1.554275
3123.132000,1.575208
3126.132000,1.564677
3129.133000,1.584975
3132.131000,1.587769
3135.131000,1.585454
3138.131000,1.610576
3141.131000,1.603057
3144.131000,1.615210
3147.132000,1.605858
3150.130000,1.612324
3153.130000,1.633754
3156.130000,1.615478
3159.130000,1.640723
3162.130000,1.627509
3165.128000,1.639995
3168.129000,1.642535
3171.129000,1.640165
3174.129000,1.656469
3177.129000,1.663312
3180.127000,1.656272
3183.127000,1.664495
3186.128000,1.670896
3189.128000,1.657040
3192.128000,1.666079
3195.128000,1.685586
3198.126000,1.667001
3201.126000,1.683750
3204.126000,1.672946
3207.127000,1.671719
3210.127000,1.687007
3213.125000,1.693690
3216.125000,1.702005
3219.125000,1.684450
3222.125000,1.685705
3225.126000,1.699037
3228.124000,1.690318
3231.124000,1.685385
3234.124000,1.699292
3237.124000,1.696005
3240.124000,1.686116
3243.122000,1.687809
3246.123000,1.694849
3249.123000,1.699782
3252.123000,1.688628
3255.123000,1.689437
3258.123000,1.695634
3261.121000,1.685235
3264.122000,1.692248
3267.122000,1.692130
3270.122000,1.682043
3273.122000,1.700020
3276.120000,1.683937
3279.120000,1.675234
3282.120000,1.673650
3285.121000,1.674527
3288.120000,1.666052
3291.120000,1.675207
3294.120000,1.687051
3297.120000,1.660069
3300.118000,1.665838
3303.119000,1.660644
3306.119000,1.653423
3309.119000,1.650357
3312.119000,1.653688
3315.117000,1.645343
3318.117000,1.645564
3321.117000,1.637425
3324.118000,1.634369
3327.118000,1.631459
3330.118000,1.636960
3333.116000,1.627057
3336.116000,1.618144
3339.116000,1.613561
3342.117000,1.608105
3345.117000,1.606035
3348.115000,1.603485
3351.115000,1.597523
3354.115000,1.612079
3357.115000,1.590336
3360.115000,1.584027
3363.114000,1.580274
3366.114000,1.572248
3369.115000,1.572496
3372.113000,1.563749
3375.113000,1.562607
3378.113000,1.557212
3381.114000,1.552816
3384.114000,1.545062
3387.112000,1.543539
3390.112000,1.536468
3393.112000,1.530410
3396.112000,1.528666
3399.112000,1.522969
3402.111000,1.519848
3405.111000,1.510289
3408.111000,1.503527
3411.111000,1.500077
3414.111000,1.492850
3417.111000,1.496103
3420.110000,1.488366
3423.110000,1.484324
3426.110000,1.486904
3429.110000,1.475186
3432.110000,1.473187
3435.108000,1.465076
3438.109000,1.460949
3441.109000,1.453705
3444.109000,1.457448
3447.109000,1.471545
3450.107000,1.452552
3453.107000,1.435103
3456.107000,1.449061
3459.108000,1.452046
3462.108000,1.428528
3465.108000,1.420098
3468.106000,1.411888
3471.106000,1.412575
3474.106000,1.406201
3477.107000,1.407391
3480.107000,1.401856
3483.105000,1.394048
3486.105000,1.390397
3489.105000,1.392141
3492.105000,1.385576
3495.105000,1.380569
3498.104000,1.377696
3501.104000,1.380803
3504.104000,1.371326
3507.104000,1.369255
3510.104000,1.365248
3513.104000,1.360447
3516.103000,1.361766
3519.103000,1.362412
3522.103000,1.358279
3525.103000,1.359509
3528.103000,1.351028
3531.101000,1.351901
3534.101000,1.348706
3537.102000,1.349719
3540.102000,1.341941
3543.102000,1.355838
3546.100000,1.363085
3549.100000,1.353428
3552.100000,1.338188
3555.101000,1.335509
3558.101000,1.337178
3561.101000,1.339078
3564.099000,1.337987
3567.099000,1.347635
3570.099000,1.336423
3573.099000,1.352649
3576.100000,1.356117
3579.098000,1.341733
3582.098000,1.340846
3585.098000,1.356681
3588.098000,1.340979
3591.098000,1.341278
3594.097000,1.355175
3597.097000,1.340289
3600.097000,1.359156
3603.097000,1.338072
3606.097000,1.341400
3609.095000,1.347343
3612.095000,1.355783
3615.096000,1.367423
3618.096000,1.369888
3621.096000,1.369514
3624.096000,1.361141
3627.094000,1.341360
3630.094000,1.360342
3633.095000,1.376428
3636.095000,1.360583
3639.095000,1.385559
3642.093000,1.387643
3645.093000,1.385570
3648.093000,1.364863
3651.093000,1.394065
3654.094000,1.400585
3657.092000,1.398433
3660.092000,1.402155
3663.092000,1.409797
3666.092000,1.391957
3669.092000,1.390390
3672.093000,1.412024
3675.091000,1.414584
3678.091000,1.417667
3681.091000,1.400350
3684.091000,1.417004
3687.091000,1.436262
3690.089000,1.417399
3693.090000,1.421940
3696.090000,1.442235
3699.090000,1.423701
3702.090000,1.447076
3705.088000,1.430031
3708.088000,1.443894
3711.089000,1.465484
3714.089000,1.445237
3717.089000,1.460140
3720.089000,1.473860
3723.087000,1.480163
3726.087000,1.473782
3729.087000,1.482658
3732.088000,1.463781
3735.088000,1.485252
3738.086000,1.480822
3741.086000,1.481207
3744.086000,1.501498
3747.086000,1.497391
3750.087000,1.489552
3753.085000,1.492166
3756.085000,1.510119
3759.085000,1.528136
3762.085000,1.506230
3765.085000,1.508844
3768.083000,1.529608
3771.084000,1.515833
3774.084000,1.529166
3777.084000,1.537923
3780.084000,1.522024
3783.084000,1.543155
3786.082000,1.558432
3789.083000,1.546656
3792.083000,1.558588
3795.083000,1.563847
3798.083000,1.565119
3801.081000,1.554540
3804.081000,1.562046
3807.082000,1.581637
3810.082000,1.558347
3813.082000,1.573257
3816.080000,1.585074
3819.080000,1.579570
3822.080000,1.563752
3825.080000,1.573685
3828.081000,1.587674
3831.081000,1.567454
3834.079000,1.589575
3837.079000,1.599712
3840.079000,1.605447
3843.079000,1.586002
3846.080000,1.582130
3849.078000,1.602513
3852.078000,1.587283
3855.078000,1.587793
3858.078000,1.609485
