Time(s),Ch 1  (V),Ch 2  (V),
0.000000,-0.003200,0.296000
0.000100,0.002400,0.360000
0.000200,-0.002400,0.280000
0.000300,0.001600,0.344000
0.000400,-0.061597,0.272000
0.000500,0.065600,0.328000
0.000600,-0.061597,0.272000
0.000700,0.064800,0.320000
0.000800,0.047200,0.272000
0.000900,0.063200,0.320000
0.001000,0.047200,0.280000
0.001100,0.063200,0.320000
0.001200,0.047200,0.280000
0.001300,0.064000,0.328000
0.001400,0.047200,0.288000
0.001500,0.063200,0.328000
0.001600,0.047200,0.288000
0.001700,0.063200,0.336000
0.001800,0.046400,0.296000
0.001900,0.063200,0.344000
0.002000,0.048000,0.296000
0.002100,0.064000,0.344000
0.002200,0.047200,0.304000
0.002300,0.070400,0.352000
0.002400,0.048000,0.312000
0.002500,0.080000,0.352000
0.002600,0.048800,0.312000
0.002700,0.092000,0.360000
0.002800,0.048800,0.320000
0.002900,0.109600,0.360000
0.003000,0.050400,0.320000
0.003100,0.113600,0.368000
0.003200,0.048800,0.328000
0.003300,0.112800,0.376000
0.003400,0.048800,0.328000
0.003500,0.108000,0.376000
0.003600,0.048800,0.336000
0.003700,0.104000,0.384000
0.003800,0.048800,0.344000
0.003900,0.102400,0.384000
0.004000,0.049600,0.344000
0.004100,0.101600,0.392000
0.004200,0.048000,0.344000
0.004300,0.096000,0.392000
0.004400,0.048000,0.352000
0.004500,0.093600,0.400000
0.004600,0.048800,0.360000
0.004700,0.092800,0.400000
0.004800,0.048000,0.368000
0.004900,0.089600,0.408000
0.005000,0.048000,0.368000
0.005100,0.087200,0.416000
0.005200,0.047200,0.368000
0.005300,0.088000,0.416000
0.005400,0.047200,0.376000
0.005500,0.084000,0.424000
0.005600,0.047200,0.384000
0.005700,0.076000,0.424000
0.005800,0.047200,0.384000
0.005900,0.064800,0.432000
0.006000,0.047200,0.392000
0.006100,0.062400,0.432000
0.006200,0.047200,0.392000
0.006300,0.063200,0.440000
0.006400,0.046400,0.400000
0.006500,0.064000,0.448000
0.006600,0.047200,0.408000
0.006700,0.064800,0.448000
0.006800,0.047200,0.408000
0.006900,0.064000,0.456000
0.007000,0.046400,0.416000
0.007100,0.062400,0.456000
0.007200,0.047200,0.416000
0.007300,0.063200,0.464000
0.007400,0.047200,0.424000
0.007500,0.062400,0.464000
0.007600,0.047200,0.432000
0.007700,0.063200,0.472000
0.007800,0.047200,0.432000
0.007900,0.064000,0.480000
0.008000,0.047200,0.440000
0.008100,0.063200,0.480000
0.008200,0.047200,0.440000
0.008300,0.063200,0.480000
0.008400,0.047200,0.448000
0.008500,0.063200,0.488000
0.008600,0.047200,0.448000
0.008700,0.062400,0.496000
0.008800,0.046400,0.456000
0.008900,0.062400,0.496000
0.009000,0.047200,0.456000
0.009100,0.063200,0.504000
0.009200,0.047200,0.464000
0.009300,0.064000,0.504000
0.009400,0.047200,0.464000
0.009500,0.063200,0.512000
0.009600,0.047200,0.472000
0.009700,0.062400,0.520000
0.009800,0.046400,0.472000
0.009900,0.062400,0.520000
0.010000,0.047200,0.480000
0.010100,0.062400,0.528000
0.010200,0.046400,0.480000
0.010300,0.062400,0.528000
0.010400,0.047200,0.488000
0.010500,0.062400,0.536000
0.010600,0.047200,0.488000
0.010700,0.063200,0.536000
0.010800,0.046400,0.496000
0.010900,0.064000,0.544000
0.011000,0.048000,0.504000
0.011100,0.063200,0.552000
0.011200,0.047200,0.504000
0.011300,0.063200,0.552000
0.011400,0.047200,0.512000
0.011500,0.063200,0.560000
0.011600,0.047200,0.512000
0.011700,0.063200,0.560000
0.011800,0.047200,0.520000
0.011900,0.063200,0.568000
0.012000,0.046400,0.520000
0.012100,0.064000,0.568000
0.012200,0.047200,0.528000
0.012300,0.063200,0.576000
0.012400,0.046400,0.536000
0.012500,0.063200,0.576000
0.012600,0.046400,0.536000
0.012700,0.063200,0.584000
0.012800,0.047200,0.544000
0.012900,0.062400,0.584000
0.013000,0.047200,0.544000
0.013100,0.062400,0.592000
0.013200,0.047200,0.552000
0.013300,0.063200,0.600000
0.013400,0.047200,0.552000
0.013500,0.063200,0.600000
0.013600,0.047200,0.560000
0.013700,0.063200,0.600000
0.013800,0.047200,0.568000
0.013900,0.063200,0.608000
0.014000,0.046400,0.568000
0.014100,0.062400,0.608000
0.014200,0.047200,0.576000
0.014300,0.062400,0.616000
0.014400,0.047200,0.584000
0.014500,0.063200,0.616000
0.014600,0.047200,0.584000
0.014700,0.063200,0.624000
0.014800,0.047200,0.584000
0.014900,0.064000,0.632000
0.015000,0.047200,0.592000
0.015100,0.063200,0.632000
0.015200,0.047200,0.600000
0.015300,0.064000,0.640000
0.015400,0.047200,0.600000
0.015500,0.063200,0.640000
0.015600,0.047200,0.600000
0.015700,0.062400,0.648000
0.015800,0.047200,0.608000
0.015900,0.063200,0.656000
0.016000,0.047200,0.608000
0.016100,0.064800,0.656000
0.016200,0.047200,0.616000
0.016300,0.064800,0.664000
0.016400,0.047200,0.616000
0.016500,0.069600,0.664000
0.016600,0.047200,0.624000
0.016700,0.075200,0.672000
0.016800,0.048800,0.632000
0.016900,0.079200,0.680000
0.017000,0.048800,0.632000
0.017100,0.085600,0.680000
0.017200,0.048800,0.640000
0.017300,0.089600,0.680000
0.017400,0.048000,0.640000
0.017500,0.095200,0.688000
0.017600,0.048800,0.648000
0.017700,0.102400,0.696000
0.017800,0.049600,0.656000
0.017900,0.107200,0.696000
0.018000,0.048800,0.656000
0.018100,0.111200,0.704000
0.018200,0.048800,0.664000
0.018300,0.112800,0.704000
0.018400,0.049600,0.664000
0.018500,0.111200,0.712000
0.018600,0.048800,0.672000
0.018700,0.112800,0.712000
0.018800,0.048800,0.672000
0.018900,0.112000,0.720000
0.019000,0.048000,0.680000
0.019100,0.102400,0.728000
0.019200,0.048800,0.680000
0.019300,0.096800,0.728000
0.019400,0.048000,0.688000
0.019500,0.094400,0.736000
0.019600,0.048000,0.688000
0.019700,0.083200,0.736000
0.019800,0.047200,0.696000
0.019900,0.080800,0.744000
0.020000,0.047200,0.704000
0.020100,0.075200,0.744000
0.020200,0.047200,0.704000
0.020300,0.069600,0.752000
0.020400,0.047200,0.712000
0.020500,0.064000,0.752000
0.020600,0.047200,0.712000
0.020700,0.063200,0.760000
0.020800,0.047200,0.720000
0.020900,0.063200,0.760000
0.021000,0.046400,0.728000
0.021100,0.062400,0.768000
0.021200,0.046400,0.728000
0.021300,0.062400,0.768000
0.021400,0.047200,0.728000
0.021500,0.062400,0.776000
0.021600,0.047200,0.736000
0.021700,0.064000,0.776000
0.021800,0.046400,0.744000
0.021900,0.064000,0.784000
0.022000,0.047200,0.744000
0.022100,0.063200,0.792000
0.022200,0.047200,0.752000
0.022300,0.063200,0.792000
